Customer ID,Item Purchased,Category,Purchase Amount (USD),Size,Color,Review Rating,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method
2108,Pants,Clothing,75,M,Black,3.3,Standard,No,No,35,PayPal
2109,Hoodie,Clothing,46,XL,Beige,4.2,Express,No,No,4,Credit Card
2110,Jewelry,Accessories,31,L,Peach,2.7,Free Shipping,No,No,28,Venmo
2111,Socks,Clothing,93,L,Cyan,3.9,Store Pickup,No,No,36,Debit Card
2112,Sunglasses,Accessories,85,XL,Pink,2.6,Free Shipping,No,No,15,Bank Transfer
2113,Belt,Accessories,68,M,Lavender,4.5,2-Day Shipping,No,No,7,Cash
2114,Dress,Clothing,40,M,Brown,2.7,Store Pickup,No,No,29,PayPal
2115,Shirt,Clothing,51,M,Magenta,2.9,Standard,No,No,12,Debit Card
2116,Scarf,Accessories,85,M,Violet,3.4,Store Pickup,No,No,16,Bank Transfer
2117,Jacket,Outerwear,23,M,Teal,2.9,Express,No,No,50,Debit Card
2118,Dress,Clothing,28,L,Brown,3.8,Free Shipping,No,No,11,Debit Card
2119,Socks,Clothing,44,M,Olive,4.2,2-Day Shipping,No,No,28,Debit Card
2120,Jewelry,Accessories,57,M,Indigo,3.5,Store Pickup,No,No,36,Venmo
2121,Scarf,Accessories,98,S,Red,3.1,Next Day Air,No,No,38,PayPal
2122,Backpack,Accessories,68,M,Olive,3.5,2-Day Shipping,No,No,32,Bank Transfer
2123,Jacket,Outerwear,36,L,Teal,4,Express,No,No,42,Debit Card
2124,Coat,Outerwear,71,L,Cyan,3.7,Express,No,No,22,Debit Card
2125,Skirt,Clothing,60,M,Teal,4.2,Next Day Air,No,No,22,Venmo
2126,Coat,Outerwear,87,M,Beige,4.8,Store Pickup,No,No,31,PayPal
2127,Shoes,Footwear,38,XL,Magenta,4.1,Express,No,No,28,Credit Card
2128,Boots,Footwear,45,M,Indigo,4.5,2-Day Shipping,No,No,40,Debit Card
2129,Coat,Outerwear,47,L,Cyan,2.7,2-Day Shipping,No,No,21,PayPal
2130,Skirt,Clothing,57,L,Orange,2.8,Store Pickup,No,No,12,PayPal
2131,Backpack,Accessories,68,L,Violet,3.7,Free Shipping,No,No,33,Credit Card
2132,Shorts,Clothing,52,M,Red,3.6,Express,No,No,9,Bank Transfer
2133,Skirt,Clothing,87,M,Magenta,4.7,2-Day Shipping,No,No,15,Debit Card
2134,Hat,Accessories,34,M,Olive,3.8,Standard,No,No,13,Bank Transfer
2135,Sandals,Footwear,41,XL,Maroon,2.9,Standard,No,No,35,Credit Card
2136,Sunglasses,Accessories,94,S,Yellow,4.6,Next Day Air,No,No,1,Debit Card
2137,Sunglasses,Accessories,93,M,Red,2.8,Standard,No,No,25,Bank Transfer
2138,Socks,Clothing,51,XL,Purple,4.6,2-Day Shipping,No,No,20,Credit Card
2139,Sweater,Clothing,42,M,Teal,2.8,Next Day Air,No,No,36,Venmo
2140,Boots,Footwear,95,M,Red,3,Free Shipping,No,No,33,Cash
2141,Handbag,Accessories,90,M,Brown,3.7,Standard,No,No,36,Cash
2142,Dress,Clothing,98,M,Peach,4.1,2-Day Shipping,No,No,32,PayPal
2143,Hat,Accessories,39,M,Maroon,4.3,Next Day Air,No,No,21,Venmo
2144,Sandals,Footwear,66,L,Red,3.8,Next Day Air,No,No,48,Venmo
2145,Shoes,Footwear,23,L,Orange,3.7,Free Shipping,No,No,25,PayPal
2146,Skirt,Clothing,73,S,White,4.8,Standard,No,No,32,PayPal
2147,Sunglasses,Accessories,23,XL,White,4.6,Standard,No,No,45,PayPal
2148,Skirt,Clothing,43,S,Charcoal,4.8,Standard,No,No,4,Cash
2149,T-shirt,Clothing,45,XL,Turquoise,4.6,2-Day Shipping,No,No,19,PayPal
2150,Sandals,Footwear,21,L,Orange,4,Standard,No,No,1,Bank Transfer
2151,Shirt,Clothing,40,M,Orange,2.6,2-Day Shipping,No,No,12,Cash
2152,Jeans,Clothing,58,L,Brown,2.6,2-Day Shipping,No,No,18,Venmo
2153,Shorts,Clothing,48,L,Magenta,4.5,Next Day Air,No,No,43,Bank Transfer
2154,Shirt,Clothing,94,M,Violet,4.2,Free Shipping,No,No,31,PayPal
2155,Scarf,Accessories,74,M,Violet,3.4,Store Pickup,No,No,33,Cash
2156,Handbag,Accessories,51,L,Yellow,3.7,Store Pickup,No,No,46,PayPal
2157,Skirt,Clothing,83,M,Maroon,3.6,Next Day Air,No,No,41,Debit Card
2158,Handbag,Accessories,68,L,Turquoise,4,Next Day Air,No,No,41,Venmo
2159,Gloves,Accessories,84,XL,Olive,4.6,Standard,No,No,9,Bank Transfer
2160,Shirt,Clothing,58,M,Peach,3,Free Shipping,No,No,34,Cash
2161,Blouse,Clothing,92,L,Charcoal,3.3,Express,No,No,21,PayPal
2162,Dress,Clothing,69,S,Peach,3.8,Express,No,No,5,Debit Card
2163,Shorts,Clothing,48,S,Black,2.7,Free Shipping,No,No,32,PayPal
2164,Shoes,Footwear,60,L,Gray,4.5,Express,No,No,44,Bank Transfer
2165,Sandals,Footwear,20,S,Olive,4.8,Next Day Air,No,No,46,PayPal
2166,Pants,Clothing,55,M,Turquoise,4.2,Express,No,No,42,Credit Card
2167,Jacket,Outerwear,88,S,Purple,3.5,Express,No,No,50,Credit Card
2168,Skirt,Clothing,48,L,Green,4.9,Standard,No,No,33,Venmo
2169,Handbag,Accessories,74,M,Beige,4.1,Next Day Air,No,No,32,Cash
2170,Coat,Outerwear,42,M,Brown,2.9,Next Day Air,No,No,32,Bank Transfer
2171,Sweater,Clothing,32,M,Turquoise,4,Next Day Air,No,No,37,Venmo
2172,Shorts,Clothing,98,M,Yellow,4.6,Store Pickup,No,No,9,Cash
2173,Skirt,Clothing,89,S,Lavender,2.8,Store Pickup,No,No,6,PayPal
2174,Gloves,Accessories,97,S,Cyan,5,2-Day Shipping,No,No,36,Venmo
2175,Backpack,Accessories,49,S,Olive,2.9,Store Pickup,No,No,1,Cash
2176,Dress,Clothing,50,M,Silver,3.3,Free Shipping,No,No,48,Credit Card
2177,Belt,Accessories,91,S,Red,3.4,2-Day Shipping,No,No,44,Debit Card
2178,Gloves,Accessories,93,XL,Green,3,Express,No,No,9,PayPal
2179,Jewelry,Accessories,98,M,Gold,4.7,Standard,No,No,32,Venmo
2180,Socks,Clothing,82,L,Lavender,2.9,Next Day Air,No,No,14,PayPal
2181,Coat,Outerwear,37,M,Yellow,4.1,Store Pickup,No,No,43,Cash
2182,Handbag,Accessories,63,M,Black,3.2,Free Shipping,No,No,32,Bank Transfer
2183,Blouse,Clothing,99,M,Maroon,2.7,Store Pickup,No,No,26,Venmo
2184,Shorts,Clothing,37,M,Maroon,4.7,Store Pickup,No,No,2,Cash
2185,Shoes,Footwear,34,S,Gold,3.2,Free Shipping,No,No,16,PayPal
2186,Shorts,Clothing,32,M,Violet,2.5,Express,No,No,50,Debit Card
2187,Sandals,Footwear,23,XL,Teal,4.3,Next Day Air,No,No,6,PayPal
2188,Blouse,Clothing,78,M,Violet,4.4,Free Shipping,No,No,20,PayPal
2189,Coat,Outerwear,54,M,Brown,4.7,Next Day Air,No,No,9,Credit Card
2190,Blouse,Clothing,94,XL,Brown,4,Express,No,No,47,Credit Card
2191,Belt,Accessories,75,S,Maroon,4.6,Express,No,No,33,Credit Card
2192,Blouse,Clothing,69,S,Maroon,3.8,Next Day Air,No,No,46,Cash
2193,Scarf,Accessories,35,L,Yellow,3.2,Next Day Air,No,No,9,Credit Card
2194,Shirt,Clothing,78,L,Turquoise,5,Express,No,No,8,PayPal
2195,Socks,Clothing,29,M,Silver,3.5,Standard,No,No,48,Bank Transfer
2196,Jeans,Clothing,62,M,Brown,3.7,Next Day Air,No,No,2,Cash
2197,Dress,Clothing,58,M,Gray,4.8,Next Day Air,No,No,31,PayPal
2198,Boots,Footwear,88,M,Indigo,3.7,2-Day Shipping,No,No,40,Venmo
2199,Scarf,Accessories,80,L,Turquoise,3.5,Free Shipping,No,No,35,Venmo
2200,Scarf,Accessories,47,M,Maroon,4.9,Store Pickup,No,No,40,Debit Card
2201,Gloves,Accessories,51,L,Charcoal,4.7,Next Day Air,No,No,27,Debit Card
2202,Pants,Clothing,25,L,Peach,4.9,2-Day Shipping,No,No,10,Venmo
2203,Dress,Clothing,36,M,Red,4.3,Next Day Air,No,No,23,Credit Card
2204,Dress,Clothing,79,M,Indigo,3.1,Free Shipping,No,No,32,Cash
2205,Jeans,Clothing,41,S,Lavender,3.4,2-Day Shipping,No,No,6,Debit Card
2206,Sweater,Clothing,68,XL,Red,2.7,Express,No,No,27,PayPal
2207,Sandals,Footwear,51,L,Green,2.6,Store Pickup,No,No,25,Bank Transfer
2208,Handbag,Accessories,38,M,Gray,2.9,Next Day Air,No,No,11,Credit Card
2209,Scarf,Accessories,46,XL,Violet,2.7,2-Day Shipping,No,No,23,PayPal
2210,Sandals,Footwear,20,XL,Beige,4.5,2-Day Shipping,No,No,44,Bank Transfer
2211,Sunglasses,Accessories,25,M,Orange,3.1,Store Pickup,No,No,35,PayPal
2212,Sweater,Clothing,89,L,Purple,3.2,Free Shipping,No,No,45,Debit Card
2213,Pants,Clothing,77,M,Brown,3.3,Next Day Air,No,No,22,Bank Transfer
2214,Hat,Accessories,94,M,Maroon,2.9,Express,No,No,18,Debit Card
2215,Belt,Accessories,100,L,Gold,4.1,Standard,No,No,20,Debit Card
2216,Sandals,Footwear,96,M,Indigo,2.7,Express,No,No,28,Credit Card
2217,Pants,Clothing,36,XL,Silver,4,Store Pickup,No,No,15,Venmo
2218,Jewelry,Accessories,27,XL,Red,2.6,Store Pickup,No,No,42,Bank Transfer
2219,Sunglasses,Accessories,67,M,Magenta,3.5,Store Pickup,No,No,20,Debit Card
2220,Blouse,Clothing,91,S,Purple,2.8,Store Pickup,No,No,16,Bank Transfer
2221,Belt,Accessories,62,XL,Beige,4.5,Store Pickup,No,No,47,Cash
2222,Shorts,Clothing,88,XL,White,3,Free Shipping,No,No,34,Credit Card
2223,Pants,Clothing,66,M,Teal,4.4,Store Pickup,No,No,30,Credit Card
2224,Sandals,Footwear,65,M,Gray,4.7,Next Day Air,No,No,5,PayPal
2225,Gloves,Accessories,25,L,Charcoal,4.3,Standard,No,No,38,Cash
2226,Belt,Accessories,64,S,Olive,4.8,Free Shipping,No,No,18,Credit Card
2227,Shirt,Clothing,72,L,Blue,4.8,Store Pickup,No,No,28,Cash
2228,Scarf,Accessories,74,S,Gray,4.4,Next Day Air,No,No,42,Credit Card
2229,Gloves,Accessories,50,M,Green,3.7,Free Shipping,No,No,5,Credit Card
2230,Pants,Clothing,97,M,Silver,3.9,Express,No,No,50,Venmo
2231,Sneakers,Footwear,36,S,Teal,3.8,Express,No,No,33,Venmo
2232,Jacket,Outerwear,49,M,Beige,4.1,Store Pickup,No,No,1,Credit Card
2233,Shoes,Footwear,64,L,Lavender,4,Store Pickup,No,No,14,Cash
2234,Blouse,Clothing,31,XL,Gray,4.5,Express,No,No,48,Credit Card
2235,Boots,Footwear,66,S,Yellow,4,Express,No,No,26,Cash
2236,Socks,Clothing,82,M,Gray,4.5,2-Day Shipping,No,No,44,Credit Card
2237,T-shirt,Clothing,88,M,Yellow,2.7,Standard,No,No,18,Debit Card
2238,Sandals,Footwear,34,S,Black,3.8,Next Day Air,No,No,31,Venmo
2239,Sneakers,Footwear,84,L,Beige,3.8,Standard,No,No,18,Debit Card
2240,Jewelry,Accessories,96,L,Indigo,3.8,2-Day Shipping,No,No,41,Credit Card
2241,Sandals,Footwear,71,L,Green,4.3,Next Day Air,No,No,18,Debit Card
2242,Jacket,Outerwear,77,M,Purple,3.5,Free Shipping,No,No,3,Bank Transfer
2243,Skirt,Clothing,66,M,Orange,3.8,Next Day Air,No,No,5,Credit Card
2244,Shirt,Clothing,21,M,Teal,3.7,2-Day Shipping,No,No,13,Debit Card
2245,Shorts,Clothing,37,M,Gold,4.8,2-Day Shipping,No,No,22,PayPal
2246,Socks,Clothing,90,L,Gray,4.9,Free Shipping,No,No,45,PayPal
2247,Jacket,Outerwear,96,M,Cyan,4.3,Store Pickup,No,No,39,PayPal
2248,Jewelry,Accessories,37,L,Teal,4.4,Next Day Air,No,No,18,Venmo
2249,T-shirt,Clothing,66,M,Violet,3.4,Free Shipping,No,No,19,PayPal
2250,Gloves,Accessories,45,XL,Indigo,4.3,Next Day Air,No,No,29,Debit Card
2251,Shoes,Footwear,89,L,Pink,4.6,Store Pickup,No,No,19,Credit Card
2252,Shoes,Footwear,94,L,Gold,3.8,Free Shipping,No,No,22,Debit Card
2253,Shoes,Footwear,96,S,Maroon,3.9,Express,No,No,21,Bank Transfer
2254,Hoodie,Clothing,31,M,Brown,2.6,Store Pickup,No,No,22,PayPal
2255,Belt,Accessories,79,M,Gold,4.2,Store Pickup,No,No,44,PayPal
2256,Coat,Outerwear,39,L,Teal,4.6,Store Pickup,No,No,42,Bank Transfer
2257,Blouse,Clothing,22,M,Turquoise,5,Standard,No,No,33,Credit Card
2258,Skirt,Clothing,32,L,Olive,4.2,Standard,No,No,6,Bank Transfer
2259,T-shirt,Clothing,71,L,Cyan,4.3,Store Pickup,No,No,44,Credit Card
2260,Jeans,Clothing,96,XL,Beige,3.3,Free Shipping,No,No,24,Cash
2261,Scarf,Accessories,82,M,Blue,4.9,Express,No,No,16,PayPal
2262,Backpack,Accessories,76,L,Gold,4.4,Standard,No,No,12,Bank Transfer
2263,Backpack,Accessories,22,M,Green,3.1,2-Day Shipping,No,No,50,PayPal
2264,Scarf,Accessories,40,XL,Green,3.5,Store Pickup,No,No,42,Cash
2265,Hat,Accessories,92,M,Turquoise,3.9,2-Day Shipping,No,No,50,PayPal
2266,Coat,Outerwear,94,XL,Yellow,3.9,Store Pickup,No,No,10,PayPal
2267,Dress,Clothing,44,M,Yellow,4.3,Store Pickup,No,No,32,Debit Card
2268,Gloves,Accessories,49,S,Blue,3.8,Express,No,No,37,Venmo
2269,Sweater,Clothing,26,L,Charcoal,2.7,2-Day Shipping,No,No,15,Bank Transfer
2270,Skirt,Clothing,38,M,Yellow,4.4,Store Pickup,No,No,27,Credit Card
2271,Blouse,Clothing,72,L,Purple,3.5,Express,No,No,7,Venmo
2272,Dress,Clothing,99,M,Green,3.4,Free Shipping,No,No,49,PayPal
2273,Jacket,Outerwear,38,L,Charcoal,4,Standard,No,No,44,PayPal
2274,Coat,Outerwear,96,L,Silver,4.8,Express,No,No,13,PayPal
2275,Dress,Clothing,27,L,Turquoise,4.5,Next Day Air,No,No,38,PayPal
2276,Shorts,Clothing,24,M,Gray,4.4,Standard,No,No,10,Debit Card
2277,Jeans,Clothing,82,L,Red,4.1,2-Day Shipping,No,No,25,Debit Card
2278,Hat,Accessories,56,M,Beige,4.6,Next Day Air,No,No,18,Credit Card
2279,Gloves,Accessories,25,M,Maroon,3.8,Store Pickup,No,No,6,Cash
2280,Sneakers,Footwear,67,L,Indigo,2.9,Free Shipping,No,No,35,Bank Transfer
2281,Shoes,Footwear,21,M,Red,2.8,Standard,No,No,31,Credit Card
2282,Hoodie,Clothing,27,XL,Maroon,3,Store Pickup,No,No,41,Bank Transfer
2283,Sneakers,Footwear,97,S,Red,4.2,2-Day Shipping,No,No,8,Credit Card
2284,Handbag,Accessories,45,S,Black,4.1,Free Shipping,No,No,34,Credit Card
2285,Blouse,Clothing,63,XL,Black,4.1,Express,No,No,20,Venmo
2286,Belt,Accessories,100,L,Pink,4.6,2-Day Shipping,No,No,38,PayPal
2287,Socks,Clothing,38,L,Blue,2.5,Store Pickup,No,No,35,Venmo
2288,Blouse,Clothing,45,L,Green,3,Store Pickup,No,No,6,Debit Card
2289,Jewelry,Accessories,91,M,Orange,3.8,Next Day Air,No,No,50,PayPal
2290,Shorts,Clothing,82,M,Orange,4.1,Free Shipping,No,No,47,Venmo
2291,Boots,Footwear,48,L,Magenta,3.3,Standard,No,No,23,PayPal
2292,Coat,Outerwear,30,M,Indigo,5,2-Day Shipping,No,No,13,Credit Card
2293,T-shirt,Clothing,34,S,Beige,3.8,Next Day Air,No,No,31,Debit Card
2294,Sweater,Clothing,68,L,Green,3.3,Express,No,No,16,Debit Card
2295,Sunglasses,Accessories,95,M,Red,5,Express,No,No,40,Debit Card
2296,Hat,Accessories,22,L,Beige,2.9,2-Day Shipping,No,No,45,PayPal
2297,Gloves,Accessories,88,M,Green,2.5,Next Day Air,No,No,50,Venmo
2298,Socks,Clothing,83,M,Orange,4.7,Standard,No,No,1,Bank Transfer
2299,Handbag,Accessories,87,L,Cyan,2.9,2-Day Shipping,No,No,10,Cash
2300,Coat,Outerwear,57,M,Violet,3.7,Store Pickup,No,No,48,Credit Card
2301,Coat,Outerwear,88,XL,Lavender,4.4,2-Day Shipping,No,No,38,Credit Card
2302,Pants,Clothing,20,L,Turquoise,2.9,Next Day Air,No,No,21,Debit Card
2303,Belt,Accessories,39,L,Pink,3.6,Store Pickup,No,No,38,Venmo
2304,Sunglasses,Accessories,71,S,Beige,4.8,2-Day Shipping,No,No,31,Credit Card
2305,Hoodie,Clothing,73,L,Silver,4.7,Free Shipping,No,No,9,Debit Card
2306,Handbag,Accessories,63,M,Gold,2.6,Free Shipping,No,No,47,Cash
2307,Gloves,Accessories,78,L,Silver,3.4,Standard,No,No,8,Cash
2308,Skirt,Clothing,96,L,Green,3.5,Next Day Air,No,No,30,Debit Card
2309,Sunglasses,Accessories,81,M,Teal,3.4,2-Day Shipping,No,No,22,Bank Transfer
2310,Dress,Clothing,95,S,Gold,5,2-Day Shipping,No,No,3,Bank Transfer
2311,Gloves,Accessories,68,M,Cyan,4.6,Standard,No,No,15,PayPal
2312,Sneakers,Footwear,28,L,Gold,4.8,2-Day Shipping,No,No,10,Bank Transfer
2313,T-shirt,Clothing,30,L,Violet,3.7,Free Shipping,No,No,19,Cash
2314,Dress,Clothing,31,M,Black,4.7,Next Day Air,No,No,36,Bank Transfer
2315,Handbag,Accessories,95,XL,Brown,4.4,Express,No,No,12,Bank Transfer
2316,Socks,Clothing,79,M,Indigo,3.5,2-Day Shipping,No,No,49,Debit Card
2317,Sneakers,Footwear,39,L,Yellow,3.8,Standard,No,No,7,Debit Card
2318,Jacket,Outerwear,34,M,Purple,4.7,Next Day Air,No,No,28,Bank Transfer
2319,Hoodie,Clothing,28,L,White,3.1,Store Pickup,No,No,30,Credit Card
2320,Sandals,Footwear,38,XL,Turquoise,5,Free Shipping,No,No,29,PayPal
2321,Shoes,Footwear,55,M,Olive,3.7,Free Shipping,No,No,9,Debit Card
2322,Sandals,Footwear,31,M,Beige,3,Next Day Air,No,No,27,Debit Card
2323,Coat,Outerwear,84,S,Lavender,4.5,Store Pickup,No,No,21,Venmo
2324,Gloves,Accessories,93,L,White,4.7,Express,No,No,36,Credit Card
2325,Coat,Outerwear,28,L,Brown,3.5,Free Shipping,No,No,19,Debit Card
2326,Boots,Footwear,55,M,Charcoal,4.4,2-Day Shipping,No,No,47,Cash
2327,Skirt,Clothing,63,L,Maroon,2.6,Standard,No,No,38,Bank Transfer
2328,Skirt,Clothing,94,M,Red,4.2,2-Day Shipping,No,No,22,Venmo
2329,Pants,Clothing,36,M,Maroon,2.6,Express,No,No,29,Venmo
2330,Hat,Accessories,97,S,Teal,4.8,Free Shipping,No,No,42,Bank Transfer
2331,Backpack,Accessories,63,L,Orange,2.9,Store Pickup,No,No,47,PayPal
2332,Scarf,Accessories,77,S,Olive,4.3,2-Day Shipping,No,No,10,Credit Card
2333,Scarf,Accessories,53,XL,Olive,2.6,Store Pickup,No,No,10,Venmo
2334,Shirt,Clothing,77,M,Beige,3.8,Next Day Air,No,No,1,PayPal
2335,Boots,Footwear,79,L,Green,4.2,Standard,No,No,7,Credit Card
2336,Coat,Outerwear,37,M,Black,3.9,Store Pickup,No,No,10,Venmo
2337,Belt,Accessories,94,M,Green,3.1,Free Shipping,No,No,11,Credit Card
2338,Boots,Footwear,76,S,Violet,3.6,Store Pickup,No,No,5,Cash
2339,Sneakers,Footwear,68,S,Silver,4,Express,No,No,21,PayPal
2340,Shirt,Clothing,65,L,Maroon,3.4,Next Day Air,No,No,24,Bank Transfer
2341,Blouse,Clothing,24,M,Cyan,2.6,Standard,No,No,37,Credit Card
2342,Jacket,Outerwear,31,L,Teal,4.5,Express,No,No,22,Venmo
2343,Skirt,Clothing,89,M,Olive,4.9,Standard,No,No,16,Debit Card
2344,Socks,Clothing,49,M,Red,4.4,2-Day Shipping,No,No,44,PayPal
2345,Sandals,Footwear,92,XL,Lavender,3.5,Express,No,No,14,Venmo
2346,T-shirt,Clothing,32,S,Orange,3.3,Express,No,No,23,Bank Transfer
2347,Jacket,Outerwear,67,L,Brown,3.1,Standard,No,No,46,Debit Card
2348,Belt,Accessories,64,S,Gray,4.2,Express,No,No,46,Cash
2349,Shoes,Footwear,84,M,Orange,4.9,Next Day Air,No,No,16,PayPal
2350,Blouse,Clothing,34,M,Orange,3.9,Standard,No,No,40,Credit Card
2351,Shoes,Footwear,26,M,Turquoise,4.2,Free Shipping,No,No,21,Cash
2352,Sweater,Clothing,50,S,Cyan,4.9,Store Pickup,No,No,25,PayPal
2353,Boots,Footwear,46,M,Yellow,2.8,Store Pickup,No,No,25,Bank Transfer
2354,Handbag,Accessories,71,M,White,4.1,Standard,No,No,25,Debit Card
2355,Blouse,Clothing,78,M,Blue,4.8,Next Day Air,No,No,27,Venmo
2356,Skirt,Clothing,35,S,Purple,4.1,Next Day Air,No,No,12,Cash
2357,Backpack,Accessories,58,M,Gray,3,Free Shipping,No,No,27,Debit Card
2358,Shirt,Clothing,67,L,Cyan,4.2,2-Day Shipping,No,No,40,Credit Card
2359,Sweater,Clothing,93,L,Pink,3.8,Standard,No,No,38,Credit Card
2360,Scarf,Accessories,81,S,Gold,3.3,2-Day Shipping,No,No,44,Bank Transfer
2361,Handbag,Accessories,80,L,Silver,4.7,2-Day Shipping,No,No,27,Venmo
2362,Scarf,Accessories,64,M,Gray,4.3,2-Day Shipping,No,No,30,Credit Card
2363,Jeans,Clothing,41,M,Brown,2.7,Standard,No,No,24,Credit Card
2364,Socks,Clothing,79,XL,Pink,4.2,Express,No,No,38,Cash
2365,Sunglasses,Accessories,60,L,Maroon,4.2,Free Shipping,No,No,4,PayPal
2366,Sneakers,Footwear,91,S,Peach,2.5,Next Day Air,No,No,32,Venmo
2367,Shoes,Footwear,66,L,Brown,3.6,Express,No,No,32,Credit Card
2368,Socks,Clothing,85,L,Green,3.4,Standard,No,No,28,Bank Transfer
2369,Sunglasses,Accessories,38,M,Lavender,3.3,Standard,No,No,6,Debit Card
2370,Sweater,Clothing,23,M,Cyan,4.6,Standard,No,No,24,PayPal
2371,Shoes,Footwear,71,M,Black,3.9,Store Pickup,No,No,38,Venmo
2372,Socks,Clothing,25,M,Charcoal,3.7,Next Day Air,No,No,28,Debit Card
2373,Boots,Footwear,39,XL,Silver,3.1,Express,No,No,9,PayPal
2374,Hoodie,Clothing,20,M,Gray,4.9,Express,No,No,21,Debit Card
2375,Gloves,Accessories,73,L,Peach,4.7,Standard,No,No,31,Debit Card
2376,Backpack,Accessories,63,L,Peach,2.9,Next Day Air,No,No,18,Credit Card
2377,Gloves,Accessories,94,XL,Cyan,4.1,Express,No,No,5,Cash
2378,Blouse,Clothing,94,L,Magenta,4,Next Day Air,No,No,22,Cash
2379,Scarf,Accessories,71,L,Teal,2.7,Store Pickup,No,No,37,PayPal
2380,Hat,Accessories,77,M,Peach,4,2-Day Shipping,No,No,22,Debit Card
2381,Scarf,Accessories,66,M,Black,2.5,Next Day Air,No,No,36,PayPal
2382,Sandals,Footwear,23,M,Teal,4.5,Free Shipping,No,No,23,PayPal
2383,Sweater,Clothing,60,M,Turquoise,3.9,Express,No,No,44,Debit Card
2384,Backpack,Accessories,72,L,Gold,4.9,2-Day Shipping,No,No,25,Bank Transfer
2385,Blouse,Clothing,35,L,Green,3.3,2-Day Shipping,No,No,40,PayPal
2386,Scarf,Accessories,31,M,Brown,3.8,Express,No,No,12,PayPal
2387,Socks,Clothing,33,L,Blue,2.9,Standard,No,No,14,Venmo
2388,Hat,Accessories,95,M,Gold,4,2-Day Shipping,No,No,14,Debit Card
2389,Dress,Clothing,68,M,Peach,4.1,Store Pickup,No,No,10,Debit Card
2390,Coat,Outerwear,87,M,Violet,3.1,Store Pickup,No,No,17,Bank Transfer
2391,Shirt,Clothing,64,XL,Yellow,4.6,Express,No,No,24,Debit Card
2392,Shirt,Clothing,74,M,Black,4.6,Next Day Air,No,No,31,Bank Transfer
2393,Jeans,Clothing,62,L,Silver,2.6,2-Day Shipping,No,No,36,Cash
2394,Socks,Clothing,97,M,Brown,5,2-Day Shipping,No,No,38,PayPal
2395,Sandals,Footwear,47,L,Peach,2.9,2-Day Shipping,No,No,23,Debit Card
2396,Blouse,Clothing,83,M,Cyan,3.5,2-Day Shipping,No,No,47,PayPal
2397,Shirt,Clothing,82,M,Olive,3.7,2-Day Shipping,No,No,20,Venmo
2398,Sunglasses,Accessories,26,L,Black,2.9,Store Pickup,No,No,41,Venmo
2399,Jacket,Outerwear,81,M,Orange,4.3,Free Shipping,No,No,44,Bank Transfer
2400,Dress,Clothing,44,L,Beige,3.2,Store Pickup,No,No,31,Cash
2401,Sunglasses,Accessories,88,M,Peach,4.2,Next Day Air,No,No,11,Credit Card
2402,Boots,Footwear,76,M,Pink,4.2,Standard,No,No,25,PayPal
2403,Scarf,Accessories,89,M,Brown,3.8,Free Shipping,No,No,31,Cash
2404,Shorts,Clothing,22,M,Magenta,4.4,Standard,No,No,40,Debit Card
2405,Shorts,Clothing,33,L,Cyan,3.1,2-Day Shipping,No,No,23,Credit Card
2406,Jeans,Clothing,97,XL,Silver,5,Standard,No,No,5,Debit Card
2407,Scarf,Accessories,57,M,Indigo,4.7,Standard,No,No,26,PayPal
2408,Shorts,Clothing,38,M,Beige,3,Express,No,No,11,Credit Card
2409,Sneakers,Footwear,55,XL,Black,4.2,Next Day Air,No,No,44,Debit Card
2410,Jewelry,Accessories,37,L,Yellow,3,Store Pickup,No,No,47,Cash
2411,Shoes,Footwear,43,M,Maroon,3.7,Free Shipping,No,No,46,PayPal
2412,Hoodie,Clothing,96,M,Cyan,2.7,Free Shipping,No,No,35,Cash
2413,Jacket,Outerwear,51,M,Pink,4.3,2-Day Shipping,No,No,8,Bank Transfer
2414,Shorts,Clothing,95,XL,Violet,2.7,2-Day Shipping,No,No,30,Bank Transfer
2415,Socks,Clothing,26,M,Lavender,3.7,Next Day Air,No,No,14,Credit Card
2416,Coat,Outerwear,34,XL,Lavender,4.3,Standard,No,No,30,Bank Transfer
2417,Sandals,Footwear,83,S,Black,4,Next Day Air,No,No,26,Credit Card
2418,Backpack,Accessories,24,M,Olive,3.3,Standard,No,No,32,Venmo
2419,Pants,Clothing,69,S,Indigo,4,Next Day Air,No,No,47,Cash
2420,Sweater,Clothing,40,M,Blue,2.7,Next Day Air,No,No,11,Credit Card
2421,Jacket,Outerwear,87,S,Green,4.2,Free Shipping,No,No,28,PayPal
2422,Sneakers,Footwear,46,L,Pink,4.6,Standard,No,No,2,Debit Card
2423,Jewelry,Accessories,82,M,Peach,4.8,Store Pickup,No,No,45,Credit Card
2424,Backpack,Accessories,81,M,Purple,2.8,Free Shipping,No,No,7,Credit Card
2425,Jewelry,Accessories,57,M,Peach,4.5,Next Day Air,No,No,28,Bank Transfer
2426,Shoes,Footwear,49,S,Olive,3,2-Day Shipping,No,No,34,Bank Transfer
2427,Jacket,Outerwear,42,M,Olive,4.6,Free Shipping,No,No,26,Debit Card
2428,Jacket,Outerwear,26,M,Purple,3.3,Standard,No,No,45,Cash
2429,T-shirt,Clothing,38,M,Violet,4.4,Next Day Air,No,No,34,Debit Card
2430,Sneakers,Footwear,57,XL,Maroon,4.4,Standard,No,No,47,Credit Card
